Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit_History,Loan_Status
25756,Female,1,0,,1,17391,5399,40000,120,1,0
25757,Female,0,3,Not Graduate,0,10752,47896,60000,60,1,1
25758,Male,1,4,Not Graduate,0,82775,37796,60000,180,1,0
25759,Male,0,2,Not Graduate,0,85181,,30000,300,1,0
25760,Male,1,4,Not Graduate,0,46845,46841,10000,360,0,1
25761,Male,0,1,Graduate,1,81313,22762,10000,180,1,1
25762,Male,0,0,Graduate,0,98438,44816,10000,240,1,0
25763,Male,0,2,Graduate,1,12383,42743,40000,240,0,0
25764,Male,0,2,Not Graduate,0,18102,3109,40000,360,0,1
25765,Male,1,0,,1,20863,25736,30000,180,0,1
25766,Male,1,1,Not Graduate,0,23401,35121,30000,60,0,0
25767,Male,0,4,Graduate,1,68526,12239,50000,360,0,1
25768,Male,0,3,Not Graduate,1,93145,5825,40000,300,0,1
25769,Male,1,2,Not Graduate,0,69264,46471,30000,120,1,0
25770,Female,1,4,Graduate,0,41041,32011,20000,360,0,1
25771,Male,0,2,Not Graduate,1,25232,34500,20000,120,0,0
25772,Female,0,3,Not Graduate,1,33272,42458,30000,300,1,1
25773,Female,0,2,Not Graduate,1,11102,,60000,180,1,1
25774,Male,0,1,Not Graduate,1,28167,38785,30000,300,1,0
25775,,0,2,Not Graduate,0,53897,46034,40000,360,1,1
25776,Male,1,4,Graduate,0,69430,5369,30000,60,1,1
25777,Female,0,3,Graduate,1,32643,23288,50000,60,1,0
25778,Male,0,2,Not Graduate,1,17641,17850,20000,240,1,0
25779,Male,0,1,,0,30866,29122,30000,360,1,0
25780,Female,1,0,Not Graduate,0,29672,40101,30000,360,0,1
25781,Male,1,2,Not Graduate,1,76248,43740,50000,180,0,1
25782,Female,0,2,Not Graduate,1,52616,21692,30000,300,0,0
25783,Male,0,1,Not Graduate,1,87230,13978,50000,120,0,0
25784,Male,0,2,,0,86617,13936,20000,60,1,1
25785,Male,1,4,Not Graduate,1,79575,2843,50000,120,1,1
25786,Male,1,3,Not Graduate,1,64526,,10000,240,1,0
25787,Male,0,1,Graduate,1,6873,32871,30000,180,1,0
25788,Female,1,0,Not Graduate,0,63851,17194,40000,120,1,1
25789,Female,1,1,Not Graduate,1,69830,30755,60000,60,1,1
25790,Female,0,4,Not Graduate,1,78293,3674,40000,300,0,1
25791,Male,1,3,Not Graduate,0,82490,,60000,240,0,0
25792,Male,1,3,Not Graduate,1,6103,,50000,300,0,1
25793,Female,1,3,Not Graduate,0,51697,6978,10000,360,1,1
25794,Male,0,0,,1,11033,34968,60000,240,1,1
25795,Female,0,3,Graduate,1,36273,,60000,240,0,1
25796,Male,0,3,Graduate,1,76829,30096,10000,60,0,0
25797,Female,0,3,Not Graduate,1,55802,36266,50000,180,1,1
25798,Male,0,1,Graduate,1,8287,24674,10000,240,0,1
25799,Male,0,2,Not Graduate,1,70841,27405,50000,300,0,1
25800,Male,0,4,Not Graduate,1,71211,31745,50000,240,1,0
25801,Female,1,4,Not Graduate,0,40851,3438,50000,360,0,1
25802,Male,0,1,Graduate,0,98525,32177,40000,180,1,0
25803,Female,0,0,Not Graduate,1,52829,27813,20000,120,1,1
25804,Male,0,1,Not Graduate,1,85733,15117,20000,60,1,1
25805,Female,1,1,Graduate,0,83134,15364,10000,120,1,1
25806,Male,1,0,Not Graduate,1,40380,44016,50000,180,1,1
25807,Male,1,2,Not Graduate,0,40738,20944,50000,60,1,1
25808,Female,1,4,Not Graduate,1,28834,16679,20000,240,1,1
25809,Male,0,3,Not Graduate,1,14031,47802,40000,360,0,0
25810,Male,1,2,Not Graduate,0,90933,,20000,60,0,1
25811,Female,0,2,Graduate,1,65999,30692,40000,360,1,0
25812,Male,1,3,Not Graduate,1,44135,6662,40000,360,1,1
25813,Male,0,2,Graduate,0,83407,25160,50000,180,0,0
25814,Female,1,1,Graduate,1,9602,48708,40000,60,1,1
25815,Female,0,3,Graduate,1,1673,29419,50000,120,1,1
25816,Male,0,2,Not Graduate,1,53089,32128,50000,300,0,1
25817,Male,0,1,Graduate,0,46330,47932,30000,120,1,0
25818,Male,1,2,Graduate,0,22237,19968,60000,180,1,1
25819,Female,1,0,Not Graduate,0,46635,1721,20000,60,0,1
25820,Male,0,0,Graduate,1,70191,3538,30000,360,1,1
25821,Male,1,1,Graduate,0,73938,33423,20000,180,1,1
25822,Female,1,3,,1,71301,38759,30000,360,1,1
25823,Male,1,2,Not Graduate,0,35278,31727,10000,60,1,1
25824,Male,0,0,Graduate,0,60041,8208,20000,240,1,1
25825,Female,0,3,Graduate,1,89556,,10000,240,0,0
25826,Female,0,0,Not Graduate,1,54152,24501,30000,60,1,1
25827,,0,3,Graduate,1,1421,49904,60000,240,1,0
25828,Male,1,4,Not Graduate,0,68175,19043,40000,300,0,1
25829,Male,0,3,Graduate,0,17604,6262,60000,360,1,1
25830,Male,0,2,Graduate,1,47418,48051,30000,60,1,0
25831,Male,0,2,Not Graduate,1,76918,13338,60000,240,1,1
25832,Male,1,3,Graduate,1,79365,32545,30000,240,1,1
25833,Male,1,2,Graduate,1,86398,24716,60000,360,1,1
25834,Male,0,2,Graduate,1,71299,8605,10000,360,1,1
25835,Female,1,0,Graduate,1,3828,,30000,60,0,1
25836,Female,0,4,Graduate,1,91879,49303,60000,360,1,1
25837,Male,1,4,Not Graduate,0,12069,31053,10000,300,1,1
25838,Male,0,0,Not Graduate,1,71545,43878,50000,60,1,0
25839,Male,0,1,Graduate,1,50353,43287,50000,300,1,1
25840,,0,2,Not Graduate,0,46934,14835,30000,240,1,1
25841,Female,0,4,Graduate,1,61014,27934,60000,120,1,1
25842,Male,1,4,Not Graduate,0,79873,49524,60000,360,0,1
25843,Male,1,4,Graduate,0,72545,1401,60000,120,1,1
25844,Female,0,2,Graduate,0,17586,11428,40000,240,1,1
25845,Male,1,0,Not Graduate,1,19810,21049,10000,240,1,1
25846,Male,1,2,Not Graduate,1,81398,33018,60000,360,0,0
25847,Male,1,4,,1,38155,24533,40000,60,1,1
25848,Male,0,0,,1,18995,28969,50000,360,0,1
25849,Male,0,2,Not Graduate,1,95343,45675,40000,180,1,1
25850,Male,0,1,Graduate,1,10786,21150,40000,300,1,1
25851,Male,1,4,Graduate,1,63965,,50000,300,1,1
25852,Male,1,4,Graduate,1,39322,32631,20000,180,0,1
25853,Female,0,0,Not Graduate,0,30208,37661,60000,60,1,1
25854,,0,0,Not Graduate,1,43639,19023,40000,180,1,1
25855,Male,0,1,,1,4925,14784,50000,60,1,0
25856,Female,0,4,Graduate,1,56013,26344,10000,120,1,0
25857,Male,0,0,Graduate,1,40434,7665,20000,300,0,1
25858,Female,0,0,Not Graduate,0,72441,39397,10000,120,1,1
25859,Female,1,4,Not Graduate,0,38623,1539,10000,180,0,1
25860,Female,1,1,Graduate,1,65912,13244,10000,120,0,0
25861,Male,0,1,Not Graduate,1,82555,35392,40000,60,1,1
25862,Male,0,0,Graduate,1,65261,,40000,180,1,1
25863,Female,1,2,Graduate,0,18905,,40000,240,1,1
25864,Female,0,1,Not Graduate,0,76220,4552,20000,60,1,1
25865,Female,1,1,Not Graduate,1,89902,18457,50000,60,1,1
25866,Male,0,4,Graduate,1,95545,26631,40000,300,1,1
25867,Male,1,2,,0,33766,,40000,360,1,1
25868,Male,0,3,Graduate,1,63428,26076,20000,300,1,1
25869,Female,0,3,Not Graduate,1,34233,46799,10000,60,1,0
25870,Male,0,4,Not Graduate,1,69141,26429,30000,180,1,1
25871,Male,1,0,Graduate,0,24745,,50000,360,1,1
25872,Male,1,0,Not Graduate,1,46227,21632,40000,60,0,0
25873,Female,0,3,Not Graduate,1,41011,45648,40000,360,1,1
25874,Male,0,2,Not Graduate,1,55979,23212,40000,300,1,0
25875,Male,0,2,Graduate,0,19025,15040,40000,120,1,1
25876,Male,0,4,Not Graduate,1,97324,,60000,300,1,1
25877,Male,0,2,Graduate,0,47460,35438,50000,300,1,1
25878,Female,1,1,Graduate,1,26335,11633,10000,120,0,0
25879,Male,1,4,Not Graduate,0,87101,,60000,360,1,0
25880,Male,1,4,Not Graduate,1,52884,17872,40000,360,1,0
25881,Male,1,0,Not Graduate,1,78367,18907,50000,180,1,1
25882,Male,0,4,Not Graduate,0,40765,22110,40000,180,0,1
25883,Male,0,4,Not Graduate,0,54912,12575,10000,300,1,1
25884,Male,1,1,Graduate,0,25243,13858,50000,180,0,1
25885,Male,1,0,Not Graduate,0,74335,40128,60000,120,1,0
25886,Male,0,4,Not Graduate,1,8662,36503,50000,60,1,0
25887,Female,0,0,Not Graduate,1,73487,16286,50000,60,1,1
25888,Male,1,2,Graduate,0,78904,40119,40000,120,1,1
25889,Female,1,4,Not Graduate,0,55490,32957,40000,360,1,0
25890,Female,1,3,Not Graduate,1,29550,15855,10000,360,1,0
25891,Female,1,4,,1,18414,5036,10000,60,1,1
25892,Male,1,3,Graduate,1,26544,6298,60000,180,1,1
25893,Male,1,4,Graduate,1,73031,6688,40000,120,1,1
25894,Male,1,2,,1,2967,35442,20000,240,1,1
25895,Male,1,2,Graduate,1,79965,38428,30000,300,0,1
25896,Female,1,1,Not Graduate,1,83340,,60000,240,1,0
25897,Male,1,3,Not Graduate,0,95538,28371,40000,240,1,1
25898,Male,1,2,Graduate,0,43952,2537,50000,180,0,1
25899,Male,0,1,Graduate,1,61487,12136,40000,360,0,1
25900,Male,0,4,Not Graduate,0,61623,13870,60000,180,1,1
25901,Male,1,3,Not Graduate,0,98713,43390,10000,120,1,1
25902,Male,0,0,,1,70977,3381,30000,300,0,1
25903,Male,0,0,Not Graduate,1,29041,3315,10000,180,1,0
25904,Male,1,1,Graduate,0,82708,40601,50000,240,1,1
25905,Female,1,0,Not Graduate,0,27030,44148,10000,240,0,1
25906,Male,0,2,Not Graduate,0,69253,24673,30000,60,1,0
25907,,1,2,Graduate,0,20266,10656,60000,300,0,1
25908,Female,0,3,Not Graduate,0,68260,45367,50000,60,1,0
25909,,0,1,Not Graduate,1,96464,1559,60000,180,1,1
25910,Male,1,4,Not Graduate,0,25016,1779,10000,240,1,1
25911,Female,1,4,Not Graduate,1,35836,8755,30000,240,1,1
25912,Male,0,0,Not Graduate,1,10478,40740,20000,240,1,0
25913,Male,0,2,Graduate,0,19964,49213,60000,300,1,1
25914,Male,1,3,Not Graduate,0,56002,49533,40000,60,1,1
25915,Male,1,1,Graduate,1,90910,,60000,120,0,1
25916,Male,1,1,Graduate,1,31596,47265,20000,60,0,1
25917,Male,1,2,Graduate,1,75345,,10000,240,1,0
25918,Male,0,1,Graduate,1,19300,37313,30000,300,1,1
25919,Male,1,3,Not Graduate,0,37678,33286,20000,120,1,1
25920,,1,3,Graduate,1,25816,46997,10000,180,1,0
25921,Male,1,1,Not Graduate,0,80913,25259,60000,360,1,0
25922,Female,1,2,,1,74518,,10000,180,0,1
25923,Female,0,4,Not Graduate,1,88881,15923,60000,300,0,1
25924,Female,0,1,Graduate,1,19969,17476,50000,300,1,1
25925,Female,1,4,,1,79222,3498,10000,120,1,1
25926,Male,0,2,Graduate,1,39440,2599,20000,120,1,0
25927,Female,0,4,Not Graduate,1,86213,10070,50000,120,0,0
25928,Female,1,0,Not Graduate,1,65686,27300,30000,120,1,1
25929,Male,1,2,Graduate,1,97378,35716,40000,360,1,1
25930,Male,1,2,Graduate,0,69019,4321,20000,360,0,0
25931,Male,0,1,Not Graduate,0,5710,19186,30000,360,1,1
25932,Male,1,4,Graduate,1,28468,42145,60000,360,1,1
25933,Female,0,3,Not Graduate,0,19444,21888,40000,300,0,0
25934,Male,0,0,,1,71533,4174,10000,300,0,1
25935,Male,0,4,Not Graduate,0,22962,14937,20000,60,1,0
25936,Male,0,2,Not Graduate,1,18110,3005,60000,60,1,0
25937,Female,1,1,,1,11457,31925,40000,360,1,1
25938,Male,0,0,Graduate,0,10560,6768,30000,240,0,0
25939,Male,0,1,Graduate,1,91178,11350,60000,60,0,1
25940,Male,0,1,Graduate,1,12103,5044,20000,360,1,1
25941,Female,0,2,Not Graduate,1,23346,11754,30000,60,1,0
25942,Female,1,3,Not Graduate,0,65638,22994,20000,180,1,1
25943,Male,0,4,Not Graduate,1,73836,9023,50000,360,0,1
25944,Female,1,4,Not Graduate,0,84982,34183,10000,120,0,1
25945,Male,0,2,Not Graduate,1,56152,4991,30000,180,0,0
25946,Male,1,0,Not Graduate,1,92845,5789,20000,60,0,0
25947,Male,0,0,Not Graduate,1,40238,,30000,240,1,1
25948,Female,1,3,,0,42454,16588,30000,300,0,1
25949,Female,0,3,Graduate,1,22328,15735,30000,180,0,0
25950,Female,0,1,Graduate,0,61347,15291,40000,360,1,1
25951,Female,0,4,Graduate,0,87119,49799,20000,60,0,1
25952,Male,0,4,Graduate,1,74133,32480,30000,360,1,1
25953,Female,0,4,Graduate,1,79072,6951,60000,240,0,1
25954,Male,1,3,Not Graduate,0,1886,23227,50000,360,0,1
25955,Female,1,3,Not Graduate,1,22133,24871,20000,180,1,1
25956,Male,0,3,Not Graduate,1,31314,4349,10000,120,1,0
25957,Male,1,0,Graduate,1,40388,6416,60000,300,1,0
25958,Male,1,4,Graduate,0,26697,1468,50000,60,1,1
25959,Male,1,1,Not Graduate,1,29174,27787,30000,180,1,1
25960,Female,1,3,Not Graduate,1,73769,25224,40000,360,0,1
25961,Male,0,0,Graduate,1,6698,31418,40000,180,1,1
25962,Male,1,4,Not Graduate,1,67276,4619,40000,120,1,1
25963,Male,0,2,Not Graduate,1,87452,42041,60000,360,1,0
25964,Male,0,1,,1,92576,38580,30000,60,1,1
25965,Male,1,4,Graduate,1,44396,38394,60000,180,1,1
25966,Male,0,1,Graduate,1,75567,2434,60000,240,1,1
25967,Female,0,0,Graduate,1,74583,3510,40000,180,1,1
25968,Male,0,4,Graduate,1,3353,,50000,120,1,1
25969,Male,1,1,Not Graduate,1,90967,9326,40000,60,0,0
25970,Male,1,4,Not Graduate,1,82077,6141,10000,120,1,1
25971,Male,0,1,Not Graduate,1,90081,46862,60000,60,1,1
25972,Male,0,2,Not Graduate,1,80666,14568,20000,240,1,0
25973,Male,0,0,Graduate,0,86374,25831,20000,300,0,1
25974,Male,0,1,Not Graduate,1,35008,43549,10000,240,0,0
25975,Male,0,0,Not Graduate,1,22419,28468,60000,360,1,1
25976,Male,1,4,Not Graduate,1,49027,13363,10000,180,1,1
25977,Female,1,0,Graduate,1,44775,,30000,60,0,1
25978,Female,1,1,,1,4462,33288,30000,60,1,1
25979,Male,1,3,Not Graduate,1,83544,46141,40000,360,1,1
25980,Male,0,0,Not Graduate,1,62877,40319,10000,360,0,1
25981,Female,0,4,Not Graduate,1,38173,20472,40000,360,0,1
25982,Male,1,3,Not Graduate,1,73718,12834,10000,60,1,1
25983,Male,0,4,Graduate,1,84880,,10000,300,0,1
25984,Female,1,0,Not Graduate,0,92771,32541,20000,240,0,1
25985,Male,0,1,Not Graduate,1,84360,8643,30000,120,1,1
25986,Male,1,1,Not Graduate,0,98216,,30000,180,1,1
25987,Male,0,2,Not Graduate,1,33913,1329,10000,240,0,0
25988,Male,0,1,Not Graduate,0,41814,2522,20000,360,1,0
25989,Male,1,3,Graduate,1,50676,30368,60000,300,1,1
25990,Male,0,1,Not Graduate,1,2569,6162,40000,240,1,1
25991,Male,0,2,Not Graduate,1,90052,,20000,120,0,0
25992,Female,0,3,,1,67437,42938,10000,300,1,0
25993,Male,0,3,Graduate,0,9818,17872,60000,300,1,0
25994,Male,0,2,Not Graduate,1,34250,,10000,60,1,1
25995,Male,1,2,Graduate,1,35633,37828,40000,240,1,1
25996,Female,0,4,Not Graduate,1,28815,7097,10000,360,1,0
25997,Male,0,2,Not Graduate,1,97998,14934,60000,360,1,1
25998,Male,1,1,Not Graduate,1,16125,21931,20000,180,1,1
25999,Male,1,0,Graduate,1,82478,24121,40000,60,1,0
26000,Male,1,0,Not Graduate,0,92744,7265,60000,360,1,1
26001,Male,1,0,Not Graduate,1,48844,30837,40000,60,1,1
26002,Female,0,2,Not Graduate,0,80528,39044,50000,120,0,0
26003,Male,1,0,Not Graduate,0,11432,38266,10000,240,0,1
26004,Female,1,2,Not Graduate,1,57409,10786,10000,120,0,1
26005,Female,0,2,Not Graduate,1,87052,3134,60000,300,1,0
26006,Female,0,0,Graduate,1,4432,36370,10000,120,0,1
26007,Male,0,4,Not Graduate,0,14542,22917,50000,120,1,1
26008,Male,1,0,Not Graduate,1,89282,20985,60000,240,1,0
26009,Male,0,3,Not Graduate,0,6606,45679,60000,180,0,1
26010,Male,1,2,Graduate,1,90603,27964,30000,60,1,0
26011,Male,0,0,Not Graduate,1,33701,17743,40000,300,0,0
26012,Male,0,4,Not Graduate,0,1558,24850,20000,120,0,0
26013,Female,0,4,Not Graduate,1,90251,28115,50000,360,1,1
26014,Male,1,4,Graduate,1,13029,,40000,240,0,0
26015,Female,1,2,Not Graduate,1,26743,6804,50000,240,0,1
26016,Female,0,2,Not Graduate,0,54949,29214,20000,300,1,1
26017,Female,0,1,Not Graduate,1,95488,11679,20000,360,1,1
26018,Male,0,2,Not Graduate,0,3870,27376,10000,240,1,1
26019,Male,1,3,Not Graduate,1,76156,41147,20000,120,0,0
26020,Male,0,0,Not Graduate,1,29469,29025,60000,300,0,1
26021,Male,1,3,Graduate,1,69301,23228,50000,60,0,1
26022,Female,1,3,,1,70735,36326,60000,360,1,0
26023,Male,1,2,Not Graduate,1,72898,36356,30000,120,1,0
26024,Female,1,1,Not Graduate,1,57798,43745,40000,360,1,1
26025,Female,1,4,Graduate,1,96310,46504,20000,120,0,0
26026,Female,1,1,,1,94039,2830,40000,360,1,1
26027,Male,1,4,Not Graduate,1,37510,22706,50000,180,1,1
26028,Male,0,4,Not Graduate,1,29814,19997,40000,240,1,0
26029,Male,1,3,Graduate,0,24078,3306,40000,120,1,1
26030,Female,0,2,Graduate,1,60533,,20000,180,1,1
26031,Male,1,4,Not Graduate,0,96265,21936,40000,300,0,1
26032,Female,0,4,Not Graduate,1,22519,37857,30000,240,1,1
26033,Male,0,2,Graduate,0,92746,38552,50000,180,1,0
26034,Male,1,4,Not Graduate,1,15460,44586,30000,240,1,1
26035,Male,0,0,Not Graduate,1,32886,6164,50000,240,0,1
26036,Male,0,3,,1,17488,3009,50000,240,0,1
26037,Female,1,4,Graduate,0,16234,29311,40000,240,1,0
26038,Female,1,2,Not Graduate,1,24962,49209,10000,360,1,1
26039,Male,0,3,Not Graduate,1,73831,19270,40000,360,0,1
26040,,0,2,Graduate,1,46205,31669,10000,300,1,1
26041,Female,1,1,,1,66162,2545,40000,240,1,0
26042,Male,0,0,Not Graduate,0,58102,30606,40000,120,0,0
26043,,0,1,Not Graduate,0,14509,6502,50000,300,0,0
26044,Male,1,3,Graduate,1,83896,29173,60000,360,0,0
26045,Female,1,3,Graduate,0,29033,5616,20000,120,1,0
26046,Male,0,2,Graduate,1,9388,40834,20000,240,1,1
26047,Male,1,1,Graduate,0,11493,36352,10000,60,0,1
26048,Male,0,0,Graduate,1,49453,47725,30000,300,1,1
26049,Female,0,3,Graduate,1,31640,26185,50000,300,1,0
26050,Female,1,2,Graduate,0,28522,12716,30000,300,0,1
26051,Male,1,4,Not Graduate,0,16093,9673,30000,180,1,1
26052,Male,0,2,Graduate,1,57928,7732,30000,300,0,0
26053,Male,0,4,Not Graduate,1,38051,,40000,240,0,0
26054,Female,0,1,Graduate,1,64465,17668,40000,300,1,1
26055,Female,0,3,Not Graduate,1,10741,22838,20000,240,1,1
26056,Male,1,3,Graduate,0,62867,48546,50000,60,1,0
26057,Male,0,3,,1,8290,33093,20000,300,0,1
26058,Female,0,2,Not Graduate,1,8759,,40000,180,0,1
26059,Male,0,4,Not Graduate,1,43406,45353,10000,120,1,1
26060,Male,1,0,,1,77060,35872,20000,120,1,1
26061,Female,1,0,Not Graduate,0,53639,12770,60000,240,1,1
26062,Male,0,3,Graduate,1,30422,17327,20000,180,1,0
26063,Male,1,1,Graduate,1,47532,2844,40000,60,0,1
26064,Female,1,3,Graduate,0,21401,36912,40000,240,0,1
26065,Female,0,0,Not Graduate,1,61968,31682,10000,240,1,0
26066,Male,1,0,Not Graduate,1,76674,1559,40000,120,1,1
26067,Male,0,1,Graduate,0,46608,3365,10000,60,1,1
26068,Female,0,3,Graduate,1,32528,32777,30000,120,1,1
26069,Female,1,4,Not Graduate,1,27592,44949,60000,180,1,1
26070,Male,1,1,Not Graduate,0,71993,4835,60000,300,1,1
26071,Male,0,0,Not Graduate,0,58153,36664,40000,300,0,0
26072,Female,0,3,,1,90830,24460,60000,180,1,0
26073,Male,1,4,Graduate,0,55633,33537,30000,120,1,1
26074,Female,1,1,Not Graduate,1,45234,9023,30000,300,1,1
26075,Male,1,3,Not Graduate,1,77241,13449,40000,60,1,1
26076,Male,1,0,Not Graduate,1,76564,49267,20000,120,0,1
26077,,1,3,Graduate,0,84207,47109,50000,60,0,1
26078,Female,0,0,Not Graduate,1,31165,36697,30000,180,0,0
26079,Male,1,2,Graduate,0,31847,48962,20000,360,1,0
26080,Male,0,2,Not Graduate,1,53955,36868,10000,60,1,1
26081,Male,0,4,Not Graduate,1,11501,16553,40000,240,1,1
26082,Male,1,1,Not Graduate,1,85562,19086,30000,180,1,0
26083,Female,1,3,Graduate,1,82169,26481,40000,60,0,0
26084,Male,1,2,Not Graduate,0,87829,9389,20000,180,1,1
26085,Female,0,4,Graduate,0,52075,23501,10000,60,0,0
26086,Male,1,4,Graduate,1,98269,43661,20000,360,0,1
26087,Female,0,3,Not Graduate,1,32350,44281,10000,60,1,1
26088,Female,1,1,Not Graduate,1,69871,,40000,60,1,1
26089,,1,2,Not Graduate,1,10517,,10000,300,1,1
26090,Male,0,1,Not Graduate,0,92849,35716,30000,180,1,0
26091,Male,1,3,Not Graduate,1,8297,39926,50000,240,0,1
26092,Male,0,1,Graduate,1,3876,38762,20000,360,1,0
26093,Male,1,4,Not Graduate,0,1500,41887,50000,120,0,1
26094,Male,1,3,Graduate,0,18017,14990,60000,300,0,1
26095,Male,1,2,Graduate,1,18130,,50000,120,1,0
26096,Male,0,1,Graduate,1,25449,37649,10000,180,1,1
26097,Female,1,0,Graduate,1,2202,34400,20000,180,1,1
26098,Male,1,4,Not Graduate,0,96270,37026,60000,360,0,1
26099,Female,0,4,Not Graduate,1,10152,48146,10000,180,1,0
26100,Female,1,0,Not Graduate,1,64084,,20000,60,1,1
26101,Male,0,1,,1,73179,15347,60000,180,0,1
26102,Male,1,4,Graduate,1,68030,1561,20000,240,1,1
26103,,0,4,Graduate,1,29966,34339,50000,180,1,0
26104,Female,0,4,Graduate,1,80529,5225,10000,60,0,1
26105,Male,1,1,Graduate,1,21712,31234,40000,60,0,1
26106,Female,1,1,Not Graduate,0,39664,6184,20000,120,1,1
26107,Male,0,0,Not Graduate,0,17674,48924,40000,240,1,1
26108,Male,0,1,Not Graduate,1,61797,10457,60000,300,0,0
26109,Male,0,2,Not Graduate,0,55172,25958,20000,120,1,0
26110,Female,0,2,Graduate,1,83722,31526,50000,360,1,1
26111,Male,0,0,Graduate,1,78230,15561,10000,240,0,1
26112,Male,0,3,Not Graduate,1,15156,22240,50000,360,1,1
26113,Male,1,1,Not Graduate,0,5752,17061,20000,120,1,1
26114,Male,0,3,Graduate,1,50804,29440,50000,240,1,0
26115,Male,1,3,,1,76402,38244,60000,360,0,1
26116,Female,1,0,,1,26608,15586,50000,60,0,1
26117,Male,1,3,Not Graduate,1,45579,13036,50000,300,0,1
26118,Male,1,1,Not Graduate,1,41588,24020,60000,240,0,0
26119,Male,0,2,Graduate,1,89958,8230,60000,240,0,1
26120,Female,1,0,Not Graduate,0,49866,39483,10000,180,0,0
26121,Male,1,3,Graduate,1,68477,33163,30000,60,1,1
26122,Male,1,4,Graduate,0,47864,23339,30000,300,1,1
26123,Female,1,3,Not Graduate,1,30335,39082,20000,300,1,1
26124,Male,1,2,,1,5875,46347,30000,300,1,1
26125,Male,0,0,Graduate,1,18580,39632,10000,60,0,1
26126,,1,1,Not Graduate,1,33834,,20000,120,1,0
26127,,0,4,Not Graduate,1,95182,26395,40000,120,1,1
26128,Female,1,1,Not Graduate,1,73246,35084,20000,300,1,0
26129,Female,0,2,Graduate,1,90600,43107,20000,360,1,1
26130,Male,1,0,Not Graduate,0,22792,,40000,240,1,1
26131,Male,1,1,Not Graduate,1,10256,44007,40000,240,1,0
26132,Male,0,1,Graduate,0,23783,21787,20000,60,1,0
26133,Female,0,0,Graduate,0,9002,8507,20000,120,1,1
26134,Female,0,2,Not Graduate,1,50853,37935,60000,360,0,1
26135,Female,0,2,Not Graduate,1,40645,26666,20000,300,1,1
26136,Male,1,3,Graduate,1,33540,20208,50000,120,1,1
26137,Male,0,3,Not Graduate,1,84522,12557,30000,60,0,1
26138,Male,0,4,Graduate,1,61202,,20000,60,1,0
26139,Male,0,3,Graduate,0,36537,22960,10000,180,1,1
26140,Male,0,4,Graduate,1,90457,13721,10000,120,1,1
26141,Male,1,0,Not Graduate,1,60364,10661,30000,180,1,1
26142,Male,1,4,Not Graduate,1,58322,30543,50000,360,1,1
26143,Male,0,3,Not Graduate,0,77336,,20000,300,1,1
26144,Female,0,2,Not Graduate,1,82249,7093,50000,300,1,1
26145,Female,0,3,Not Graduate,1,78990,21424,10000,300,1,1
26146,Male,0,0,Graduate,1,24238,28385,50000,180,1,1
26147,Male,1,3,Graduate,1,67167,1814,50000,360,1,0
26148,Male,0,3,Not Graduate,1,12262,19118,50000,180,1,1
26149,Male,1,3,Not Graduate,1,47817,11633,30000,60,0,1
26150,Female,1,0,Not Graduate,0,32782,24249,50000,120,1,1
26151,,1,2,,1,41683,29473,20000,240,0,1
26152,Male,0,0,Graduate,1,74449,4365,20000,180,1,1
26153,Male,0,2,Not Graduate,1,35468,,60000,60,1,1
26154,Male,0,1,,1,86797,3513,20000,120,1,1
26155,Female,1,4,Not Graduate,1,4272,33331,40000,120,0,0
26156,Male,1,4,Not Graduate,0,2949,45717,20000,120,1,1
26157,Male,1,2,Not Graduate,0,99111,33416,50000,360,0,0
26158,Male,0,3,Not Graduate,1,22678,29717,30000,240,1,0
26159,Male,0,4,Graduate,0,56509,31595,10000,360,1,1
26160,Male,0,4,Not Graduate,1,12675,30325,50000,300,1,1
26161,Male,0,1,Not Graduate,1,62662,24097,30000,240,1,0
26162,Male,1,1,Not Graduate,1,56240,9365,20000,120,1,1
26163,Male,0,4,Graduate,1,64924,43473,10000,120,0,0
26164,Female,0,0,,0,74567,45995,20000,360,1,1
26165,Male,1,0,Not Graduate,0,87256,32016,20000,180,0,1
26166,Male,1,0,Graduate,0,49805,31532,30000,300,1,1
26167,Female,0,0,Not Graduate,1,94360,34526,40000,240,0,1
26168,Male,1,0,Not Graduate,0,86774,23656,50000,60,1,0
26169,Male,0,4,Not Graduate,1,27204,,30000,60,1,1
26170,Male,1,3,Graduate,1,19975,47641,10000,120,1,0
26171,Male,1,2,Graduate,1,35566,13691,30000,300,0,1
26172,Female,1,1,Not Graduate,1,30398,6112,60000,60,1,1
26173,Male,0,0,Not Graduate,1,7877,15227,50000,120,1,1
26174,Male,1,3,Not Graduate,1,42249,33312,40000,60,1,1
26175,Male,1,4,Not Graduate,1,99980,9039,50000,360,1,0
26176,Male,0,3,Graduate,1,93286,29652,40000,360,1,1
26177,Male,0,2,,1,66316,45273,40000,240,0,1
26178,Female,0,1,Graduate,0,60294,,10000,360,1,0
26179,Male,0,3,Not Graduate,1,13063,10295,40000,300,1,1
26180,Male,0,4,Graduate,1,37103,,30000,240,1,1
26181,Male,0,2,Not Graduate,0,21641,19725,30000,60,1,0
26182,Female,1,1,Not Graduate,0,54513,40480,10000,240,0,1
26183,Male,1,0,Not Graduate,0,38436,7451,60000,60,0,1
